CustomerID,CustomerName,CustomerEmail,Customernumber,CustomerJoin,CustomerLife,CustomerDOB,CustomerAge,CustomerGender,IsActive,CustomerLastPurchaseDate
225,Kimberly Freeman,kimberlyfreeman.edu@gmail.com,494-474-2658,03/01/2022,2,20/04/2007,,F,0,26/10/2022
226,Jennifer Fernandez,jenniferfernandez.q0a@gmail.com,739-367-6087,28/06/2016,8,05/04/1999,,F,1,19/04/2024
227,Brandi George,brandigeorge.k2p@gmail.com,159-369-2801,08/05/2020,4,06/01/2014,,F,1,10/10/2022
228,Gina Levy,ginalevy.ewj@gmail.com,266-948-7390,28/10/2019,5,14/03/1996,,F,0,19/12/2024
229,Kristi Lewis,kristilewis.gqe@gmail.com,136-953-3904,01/09/2015,9,22/12/2012,,F,0,05/12/2023
230,Renee Johnson,reneejohnson.vlv@gmail.com,800-235-9551,21/02/2021,3,03/02/2004,,F,1,20/02/2024
231,Dustin Woods,dustinwoods.cs5@gmail.com,690-995-7509,21/12/2020,4,24/08/2009,,M,1,13/07/2023
232,Yolanda Peterson,yolandapeterson.byg@gmail.com,468-420-3283,13/06/2021,3,22/04/2014,,F,1,05/04/2024
233,Vickie Jones,vickiejones.nyn@gmail.com,253-710-5680,17/07/2018,6,02/03/1996,,F,1,20/11/2022
234,Andrew Torres,andrewtorres.g1m@gmail.com,138-199-7988,13/02/2015,9,02/03/2010,,M,1,04/10/2023
235,Elizabeth Campbell,elizabethcampbell.a9w@gmail.com,637-508-4491,26/08/2024,0,06/05/2014,,F,1,08/10/2022
236,Henry Garcia,henrygarcia.o5o@gmail.com,897-146-9953,15/05/2024,0,02/08/1996,,M,1,05/02/2022
237,John Norton,johnnorton.r2b@gmail.com,135-653-4879,09/08/2021,3,07/11/2015,,M,0,06/09/2023
238,Christopher Mcbride,christophermcbride.s9m@gmail.com,170-271-9722,17/07/2022,2,09/08/2002,,M,1,01/04/2024
239,John Wilson,johnwilson.cc0@gmail.com,785-449-1327,02/02/2018,6,16/06/2005,,M,1,13/12/2023
240,David Singleton,davidsingleton.2ct@gmail.com,272-591-5898,17/11/2017,7,28/09/1999,,M,1,20/11/2022
241,Cynthia Grant,cynthiagrant.u31@gmail.com,407-779-4344,04/03/2018,6,20/12/2003,,F,1,04/09/2022
242,Robin Carlson,robincarlson.02b@gmail.com,875-381-8475,11/05/2017,7,20/07/1995,,F,0,10/09/2022
243,Jonathan Curtis,jonathancurtis.y8a@gmail.com,743-649-1397,13/11/2015,9,06/09/1997,,M,1,16/01/2024
244,James Rodriguez,jamesrodriguez.m97@gmail.com,361-962-1720,14/07/2016,8,09/03/2010,,M,1,10/11/2023
245,Lindsay Martinez,lindsaymartinez.5sf@gmail.com,178-506-1029,24/12/2017,7,24/07/1996,,F,1,04/04/2022
246,Larry Black,larryblack.1u8@gmail.com,522-383-3570,24/11/2016,8,18/03/1995,,M,0,18/07/2023
247,Stephanie Wallace,stephaniewallace.672@gmail.com,106-722-5927,26/05/2023,1,13/09/1995,,F,0,04/05/2023
248,Carl Curry,carlcurry.jin@gmail.com,637-485-2169,23/07/2018,6,26/04/2017,,M,0,06/09/2022
249,Tammie Zimmerman,tammiezimmerman.ma9@gmail.com,718-509-2347,04/01/2016,8,18/02/2002,,F,0,02/07/2022
250,Melanie Williams,melaniewilliams.fvj@gmail.com,365-943-2164,25/01/2015,9,18/02/2010,,F,1,23/03/2022
251,Richard Stone,richardstone.zos@gmail.com,746-207-6709,24/09/2021,3,08/05/2012,,M,1,15/10/2023
252,Martin Brown,martinbrown.a7z@gmail.com,692-875-5092,17/03/2020,4,06/12/2017,,M,1,11/12/2024
253,Hunter Terry,hunterterry.fjj@gmail.com,869-701-7681,10/04/2020,4,20/02/1995,,M,0,26/06/2022
254,Russell Hill,russellhill.vgp@gmail.com,838-156-7745,28/07/2019,5,03/09/2007,,M,0,22/09/2022
255,Stephen Anderson,stephenanderson.30y@gmail.com,537-888-9333,19/10/2017,7,12/11/2017,,M,1,02/09/2022
256,Connor Wright,connorwright.bbn@gmail.com,570-203-3975,09/12/2023,1,03/01/2006,,M,1,06/08/2023
257,Erik Hardin,erikhardin.q62@gmail.com,715-247-6184,23/07/2024,0,24/04/2001,,M,1,04/09/2024
258,Madison Tran,madisontran.o29@gmail.com,566-923-6824,01/09/2015,9,26/12/2011,,F,1,02/11/2024
259,Ruben Spencer,rubenspencer.ntr@gmail.com,978-989-7819,20/09/2018,6,28/09/2012,,M,0,05/12/2024
260,Donna Hall,donnahall.yn1@gmail.com,292-489-2126,02/04/2021,3,02/05/2016,,F,0,27/12/2024
261,Michele Schwartz,micheleschwartz.14h@gmail.com,504-323-9330,17/09/2022,2,24/05/2001,,F,0,08/06/2023
262,Ashley Wells,ashleywells.a4b@gmail.com,797-381-2362,01/09/2023,1,15/11/2014,,F,0,06/02/2024
263,Adrian Jones,adrianjones.xdz@gmail.com,496-132-1957,09/12/2022,2,10/02/1995,,M,1,02/06/2024
264,Michael Campbell,michaelcampbell.xgu@gmail.com,132-902-4908,07/01/2016,8,26/12/1996,,M,0,28/06/2023
265,David Hogan,davidhogan.n2u@gmail.com,210-657-2707,13/10/2015,9,23/08/1995,,M,1,27/06/2022
266,Monica Martin,monicamartin.a1n@gmail.com,995-231-3625,02/06/2016,8,19/09/2002,,F,0,21/04/2023
267,Jennifer Burns,jenniferburns.uf9@gmail.com,964-595-4305,16/03/2020,4,28/06/1997,,F,0,07/10/2022
268,Morgan Smith,morgansmith.1ff@gmail.com,351-589-4246,06/08/2017,7,11/06/2005,,F,1,15/09/2024
269,Tiffany Smith,tiffanysmith.oq2@gmail.com,719-588-6817,13/05/2015,9,11/07/2008,,F,0,20/03/2022
270,Scott Gilbert,scottgilbert.z7f@gmail.com,267-856-8420,16/12/2016,8,22/02/1995,,M,1,09/03/2022
271,Megan Frazier,meganfrazier.hg1@gmail.com,911-244-9026,10/08/2017,7,27/11/2009,,F,1,02/05/2023
272,Marcus Russo,marcusrusso.8lj@gmail.com,862-741-8850,03/04/2024,0,14/09/2009,,M,0,14/09/2024
273,Lydia Anthony,lydiaanthony.epn@gmail.com,861-483-9436,18/09/2017,7,17/08/2008,,F,0,27/10/2023
274,Kevin Wilson,kevinwilson.ugm@gmail.com,142-837-3378,17/11/2024,0,07/02/2012,,M,1,16/01/2022
275,Carla Dixon,carladixon.p55@gmail.com,235-568-2874,24/10/2015,9,14/05/2006,,F,0,23/06/2022
276,Linda Tran,lindatran.sws@gmail.com,292-553-6851,05/07/2022,2,01/09/1997,,F,0,16/12/2022
277,Charles Duncan,charlesduncan.lep@gmail.com,985-616-9967,17/01/2019,5,06/07/2006,,M,0,03/11/2024
278,Rebecca Adams,rebeccaadams.aah@gmail.com,966-664-7846,28/11/2016,8,22/11/2003,,F,0,07/05/2023
279,Chad James,chadjames.bq0@gmail.com,802-959-7347,15/11/2022,2,17/09/1998,,M,0,02/08/2023
280,Leah Brown,leahbrown.6ad@gmail.com,766-722-5906,08/12/2019,5,03/11/1999,,F,1,17/09/2024
281,Theresa Mueller,theresamueller.zux@gmail.com,811-323-1939,01/11/2019,5,21/05/2015,,F,1,27/03/2022
282,Garrett Hill,garretthill.3ct@gmail.com,910-771-1677,10/05/2023,1,03/12/2011,,M,1,02/09/2022
283,Rebekah Mclean,rebekahmclean.oo9@gmail.com,294-998-9398,16/06/2020,4,28/06/2000,,F,1,24/07/2024
284,Billy Martin,billymartin.wmg@gmail.com,388-154-7136,02/01/2019,5,05/01/2003,,M,1,12/02/2023
285,Brian Stewart,brianstewart.n2t@gmail.com,457-782-8968,19/07/2016,8,11/09/2011,,M,0,05/09/2024
286,Carrie White,carriewhite.1jb@gmail.com,595-841-2189,08/02/2018,6,13/11/2015,,F,1,09/10/2022
287,John Aguilar,johnaguilar.jc4@gmail.com,739-980-5860,05/11/2021,3,16/06/2005,,M,0,10/01/2022
288,Amanda Marshall,amandamarshall.2of@gmail.com,440-788-8266,28/02/2017,7,26/03/2002,,F,1,14/02/2023
289,Laurie Wang,lauriewang.zd4@gmail.com,981-511-9894,04/04/2016,8,14/07/2001,,F,0,21/03/2022
290,Eric Warren,ericwarren.001@gmail.com,788-965-3516,07/11/2019,5,01/10/2002,,M,0,23/10/2023
291,Heather Powell,heatherpowell.phl@gmail.com,133-108-8216,25/08/2018,6,07/02/2009,,F,1,16/02/2024
292,Ronald Jones,ronaldjones.q32@gmail.com,668-578-5305,28/02/2017,7,18/04/2009,,M,1,17/11/2023
293,Theresa Short,theresashort.cwk@gmail.com,724-500-1963,01/04/2023,1,26/05/2003,,F,0,02/08/2023
294,Patrick Anderson,patrickanderson.2bc@gmail.com,471-346-6805,11/05/2017,7,11/10/2004,,M,0,05/07/2023
295,Stephanie Rodgers,stephanierodgers.u6s@gmail.com,432-391-8546,05/02/2016,8,12/05/2005,,F,0,07/10/2023
296,Douglas Bright,douglasbright.o10@gmail.com,344-240-5568,19/06/2021,3,10/03/1996,,M,1,25/09/2023
297,Molly Page,mollypage.ddm@gmail.com,417-556-3889,17/05/2022,2,14/03/2000,,F,0,06/03/2024
298,Gregory Singleton,gregorysingleton.i9v@gmail.com,252-154-2221,25/06/2021,3,22/05/2017,,M,1,20/04/2023
299,Amanda Riddle,amandariddle.a53@gmail.com,267-264-1320,01/04/2022,2,05/09/2016,,F,0,25/05/2024
300,Robert Conway,robertconway.nro@gmail.com,223-206-1525,23/04/2016,8,09/03/2013,,M,0,06/10/2022
301,Randy Fox,randyfox.6bg@gmail.com,835-562-7000,04/12/2019,5,25/04/1998,,M,1,16/06/2023
302,Laura Leblanc,lauraleblanc.zex@gmail.com,703-602-7236,27/09/2023,1,09/09/2013,,F,1,12/02/2022
303,Michelle Johnson,michellejohnson.ahn@gmail.com,677-818-4057,25/03/2024,0,24/12/2000,,F,0,15/04/2022
304,Benjamin Fields,benjaminfields.3sf@gmail.com,906-874-6631,13/03/2015,9,13/11/2005,,M,1,27/06/2023
305,Christina Wright,christinawright.wh2@gmail.com,661-222-6549,19/04/2020,4,28/01/2005,,F,1,09/03/2023
306,Ashlee Patterson,ashleepatterson.3jj@gmail.com,472-624-1740,18/04/2018,6,27/07/2013,,F,0,11/07/2023
307,Joshua Carter,joshuacarter.pcw@gmail.com,306-434-7460,28/10/2020,4,16/01/2004,,M,0,12/08/2024
308,Darin Snyder,darinsnyder.ipb@gmail.com,884-192-8116,04/12/2024,0,14/10/2001,,M,1,13/03/2024
309,Katie Ramos,katieramos.03a@gmail.com,536-682-7728,10/05/2017,7,27/03/2011,,F,0,18/10/2022
310,Vickie Carpenter,vickiecarpenter.50z@gmail.com,942-248-7032,22/11/2021,3,28/06/1996,,F,1,28/03/2023
311,Jerome Williams,jeromewilliams.oym@gmail.com,599-740-3430,14/10/2019,5,22/02/2016,,M,1,13/03/2024
312,Martin Cooper,martincooper.6eg@gmail.com,539-242-6236,09/09/2023,1,12/03/2014,,M,1,02/09/2024
313,Zachary Wood,zacharywood.ms3@gmail.com,513-610-7276,19/10/2017,7,10/03/2012,,M,0,17/07/2023
314,Lisa Skinner,lisaskinner.452@gmail.com,658-554-2924,16/01/2016,8,22/06/1998,,F,0,11/10/2023
315,Dawn Smith,dawnsmith.ngy@gmail.com,875-222-5508,17/08/2020,4,20/02/1997,,F,0,04/07/2023
316,Daniel Dunn,danieldunn.hf1@gmail.com,242-105-5558,11/08/2021,3,26/10/2003,,M,0,13/01/2022
317,Denise Leon,deniseleon.0yx@gmail.com,140-168-7982,08/03/2020,4,13/02/2016,,F,0,23/10/2022
318,Kevin Alvarez,kevinalvarez.rb6@gmail.com,238-264-1791,21/10/2023,1,23/06/2000,,M,1,05/12/2023
319,Samuel Jones,samueljones.hqc@gmail.com,845-885-2200,24/04/2023,1,09/10/2005,,M,0,15/05/2023
320,Brian White,brianwhite.j9z@gmail.com,588-307-1977,26/08/2022,2,26/02/1997,,M,1,22/07/2022
321,Melanie Todd,melanietodd.393@gmail.com,240-894-5477,10/12/2015,9,02/07/2013,,F,0,03/06/2024
322,Renee Evans,reneeevans.64q@gmail.com,492-680-5366,06/12/2021,3,26/04/2013,,F,0,17/04/2023
323,Taylor Cook,taylorcook.mjt@gmail.com,205-395-4455,03/05/2024,0,27/10/2005,,F,0,22/07/2023
324,Elizabeth Roberts,elizabethroberts.093@gmail.com,186-519-3260,06/02/2015,9,16/02/2009,,F,1,02/12/2022
325,Cheryl Johnson,cheryljohnson.0zm@gmail.com,905-123-3840,09/07/2017,7,09/11/2008,,F,1,03/02/2024
326,Richard Howard,richardhoward.f7k@gmail.com,956-809-2508,24/07/2016,8,10/10/1995,,M,1,27/12/2022
327,Robert Stokes,robertstokes.v8b@gmail.com,891-217-5029,11/09/2015,9,25/08/2012,,M,0,05/11/2024
328,Richard Nichols,richardnichols.ywf@gmail.com,472-904-6667,22/06/2022,2,17/01/2016,,M,0,26/12/2022
329,Lori Benjamin,loribenjamin.4p2@gmail.com,425-240-3187,18/02/2015,9,05/07/2012,,F,1,26/04/2022
330,Jose Wells,josewells.oh4@gmail.com,982-466-2440,08/02/2019,5,24/12/2014,,M,1,12/10/2023
331,Jennifer Alvarado,jenniferalvarado.cxy@gmail.com,432-126-9707,14/03/2021,3,02/09/1996,,F,1,24/05/2022
332,William Ibarra,williamibarra.7pl@gmail.com,747-684-3643,23/03/2015,9,28/06/1997,,M,1,08/02/2023
333,Maria Adams,mariaadams.kru@gmail.com,777-647-1155,05/03/2023,1,20/12/2000,,F,0,11/04/2023
334,Jennifer Gray,jennifergray.wd8@gmail.com,347-689-1021,05/01/2021,3,12/06/2003,,F,1,21/02/2024
335,Rodney Randall,rodneyrandall.5xu@gmail.com,897-694-6404,26/12/2019,5,02/05/2010,,M,1,26/03/2022
336,Thomas Wilson,thomaswilson.id7@gmail.com,140-679-9062,27/06/2024,0,27/10/2010,,M,1,21/06/2022
337,Holly Carr,hollycarr.awc@gmail.com,243-572-1772,20/10/2024,0,11/08/2015,,F,0,02/06/2022
338,Susan Mckee,susanmckee.msy@gmail.com,674-813-5489,17/09/2018,6,07/08/1995,,F,0,03/09/2024
339,Nicholas Odonnell,nicholasodonnell.zj2@gmail.com,203-580-3263,19/09/2018,6,27/06/2015,,M,0,05/08/2022
340,Stephanie Hartman,stephaniehartman.2q8@gmail.com,934-267-8063,27/05/2021,3,02/04/2004,,F,0,15/06/2024
341,Charles Ward,charlesward.nhh@gmail.com,990-959-3519,25/03/2019,5,21/05/2000,,M,1,14/12/2023
342,Tamara Kelley,tamarakelley.qdf@gmail.com,525-153-1922,22/12/2018,6,21/10/2009,,F,1,03/09/2022
343,Frank Gallagher,frankgallagher.ofl@gmail.com,205-880-4942,14/12/2024,0,23/10/1999,,M,1,21/11/2022
344,Yvonne Little,yvonnelittle.j7l@gmail.com,354-989-6307,25/03/2018,6,03/06/2017,,F,1,28/01/2024
345,Shirley Schneider,shirleyschneider.nyc@gmail.com,760-953-8926,14/10/2015,9,25/04/2014,,F,0,02/04/2024
346,Carrie Mayo,carriemayo.p09@gmail.com,176-635-6565,19/06/2024,0,27/02/2012,,F,0,09/04/2023
347,Michael Salas,michaelsalas.uks@gmail.com,624-882-4638,04/06/2018,6,12/04/2003,,M,0,20/09/2024
348,Alexander Hines,alexanderhines.mm1@gmail.com,255-978-8358,25/05/2023,1,01/08/2011,,M,0,26/04/2022
349,Isabel Wallace,isabelwallace.8qa@gmail.com,232-114-9098,02/02/2019,5,11/11/2004,,F,0,27/12/2023
350,Elizabeth Barnett,elizabethbarnett.rk9@gmail.com,997-637-8732,02/11/2019,5,27/05/2006,,F,1,04/06/2024
